COUNTRY,REGION,ADMIN_LEVEL_NAME,LOG_TYPE,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,NON_COMPLIANCE,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
Jordan,Middle east,,Introduction / extension of measures,Lockdown,Full lockdown,,"October 20, that a total lockdown will be implemented nationwide every Friday until December 31. Jordanian armed forces will reportedly be deployed nationwide to enforce the measure.",Other (add in comments),20/10/20,Garda World,Media,https://www.garda.com/crisis24/news-alerts/391751/jordan-weekly-friday-lockdown-introduced-until-december-31-update-43,8/11/20,
Jordan,Middle east,,Introduction / extension of measures,Movement restrictions,Curfews,,A partial night-time curfew for all other days besides Friday (which is fully locked down) has been amended to 23:00 - 06:00 (local time). Jordanian armed forces will reportedly be deployed nationwide to enforce the measure.,Other (add in comments),20/10/20,Garda World,Media,https://www.garda.com/crisis24/news-alerts/391751/jordan-weekly-friday-lockdown-introduced-until-december-31-update-43,8/11/20,
Jordan,Middle east,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,"The Minister of Health, Prof. Dr. Nazir Obeidat, affirmed the readiness of the specialized cadres and their full readiness to take samples from citizens within designated examination points in all governorates of the Kingdom, which reduces the effort and time on random monitoring teams that work at the same time to reach all segments of society and pursue the virus to limit its spread.",Not applicable,21/10/20,MoH,Government,https://www.moh.gov.jo/DetailsPage/MOH_AR/NewsDetailsAR.aspx?ID=702,8/11/20,
Jordan,Middle east,,Phase-out measure,Social distancing,Closure of businesses and public services,,"Businesses are allowed to operate between 06:00 - 22:00 as of Saturday, October 24.",Not applicable,24/10/20,Garda World,Media,https://www.garda.com/crisis24/news-alerts/391751/jordan-weekly-friday-lockdown-introduced-until-december-31-update-43,8/11/20,
Jordan,Middle east,,Phase-out measure,Movement restrictions,Border closure,,"On October 25, the Government of Jordan announced it would open three land border crossings to Jordanian, Palestinian, and Saudi travelers only starting Thursday, October 29.  The border crossings of King Hussein Bridge, Sheikh Hussein Bridge, and Al-Mudawara will operate with a limited capacity, and individuals will be subject to Jordanian health regulations and procedures upon entry,",Not applicable,29/10/20,US Embassy ,Government,https://jo.usembassy.gov/covid-19-information/,8/11/20,
Jordan,Middle east,,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,,"The border crossings of King Hussein Bridge, Sheikh Hussein Bridge, and Al-Mudawara will operate with a limited capacity, and individuals will be subject to Jordanian health regulations and procedures upon entry, including COVID-19 testing and home quarantine. ",Not Available,29/10/20,US Embassy ,Government,https://jo.usembassy.gov/covid-19-information/,8/11/20,
Jordan,Middle east,,Introduction / extension of measures,Movement restrictions,Visa restrictions,,"The border crossings of King Hussein Bridge, Sheikh Hussein Bridge, and Al-Mudawara will operate with a limited capacity, and those who do not also have Jordanian, Palestinian, or Saudi nationality, will not be allowed to cross at this time.",Not Available,29/10/20,US Embassy ,Government,https://jo.usembassy.gov/covid-19-information/,8/11/20,
Jordan,Middle east,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,"The Minister of Health, Prof. Dr. Nazir Obeidat, confirmed the increase in the capacity of the medical and nursing staff and laboratory technicians, in addition to the increase in the number of beds for patients lying in the Shifa beds for treatment of covid-19.",Not applicable,29/10/20,MoH,Government,https://www.moh.gov.jo/DetailsPage/MOH_AR/NewsDetailsAR.aspx?ID=704,8/11/20,
Jordan,Middle east,,Introduction / extension of measures,Movement restrictions,Curfews,,"On November 2, the Government of Jordan announced a five-day comprehensive curfew beginning on November 10 at 10 p.m.  The curfew will conclude at 6 a.m. on Sunday, November 15. ",Not Available,10/11/20,Garda World,Media,https://www.garda.com/crisis24/news-alerts/391751/jordan-weekly-friday-lockdown-introduced-until-december-31-update-43,8/11/20,
Jordan,Middle east,,Phase-out measure,Movement restrictions,Curfews,,"The five-day comprehensive curfew (beginning on November 10 at 10 p.m.) concluded at 6 a.m. on Sunday, November 15. The Friday curfew is still in effect.",Not Applicable,15/11/20,US Embassy,Government,https://jo.usembassy.gov/covid-19-information/,28/11/20,
Jordan,Middle east,,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,,Individuals in Jordan will be required to stay in their homes and limit nonessential movement for the duration of curfew hours. Medical personnel and other essential workers are exempt from the measure. Jordanian armed forces will reportedly be deployed nationwide to enforce the measure.,Other (add in comments),20/11/20,Garda World,Media,https://www.garda.com/crisis24/news-alerts/391751/jordan-weekly-friday-lockdown-introduced-until-december-31-update-43,8/11/20,
Jordan,Middle east,,Introduction / extension of measures,Public health measures,Awareness campaigns,,"The Ministry of Health launched a national campaign â€œI Protect Themâ€ with support from the American people through USAID , aimed to prevent the spread of COVID-19 through increasing public commitment to preventive measures to protect individuals and their beloved ones.

The campaign aims to enhance positive preventive behaviours among Jordanians through focusing on wearing masks properly on mouth and nose, and maintaining at least one-two metres apart from other people in public places and transportation, avoiding all forms of social gatherings, and promoting social norms for accepting apologies to attend social occasions, which may pose a risk on other peopleâ€™s health, according to a  statement from the organisers. ",Not applicable,23/11/20,MoH,Government,https://www.moh.gov.jo/DetailsPage/MOH_AR/NewsDetailsAR.aspx?ID=704,28/11/20,
Jordan,Middle east,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,"coronavirus-positive patients will be admitted into field hospitals to create more space for patients with other health conditions to be treated into regular hospitals.

The field hospitals will start operating this month, Obeidat noted, stressing that they will be equipped with ICU units.

",Not applicable,1/12/20,Jordan Times,Media,https://www.jordantimes.com/news/local/crisis-cell-announces-exemptions-friday-blanket-lockdown,7/12/20,
Jordan,Middle east,,Phase-out measure,Movement restrictions,Domestic travel restrictions,checked,"The National Centre for Security and Crisis Management (NCSCM) on Thursday announced exemptions for the 24-hour comprehensive lockdown, which begins on Thursday 10pm and lasts until Friday 10 pm, during which only authorised persons are allowed movement.

Exemptions included all medical personnel working in public and private sectors, the centre said, noting that the health sector must work within the minimum number of personnel to maintain the work flow.",Not applicable,3/12/20,Jordan Times,Media,https://www.jordantimes.com/news/local/crisis-cell-announces-exemptions-friday-blanket-lockdown,7/12/20,
Kazakhstan,Asia,,Introduction / extension of measures,Social distancing,Limit public gatherings,checked,Large international competitions have been canceled in Kazakhstan due to the coronavirus spread worldwide. (exceptions for athletes already abroad) ,Not available ,5/3/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/society/page_208938_large-international-competitions-have-been-canceled-in-kazakhstan,27/3/20,
Kazakhstan,Asia,,Introduction / extension of measures,Movement restrictions,Visa restrictions,checked,"Travel ban for people from countries such as China, Iran, South Korea, Italy - not applicable to diplomats and transport crews.",,6/3/20,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/kazakhstan/,16/3/20,
Kazakhstan,Asia,,Introduction / extension of measures,Public health measures,General recommendations,checked,Other countries travellers have benn recommended to check with a doctor for 14 days upon arrival,,11/3/20,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/kazakhstan/,16/3/20,
Kazakhstan,Asia,,Introduction / extension of measures,Movement restrictions,Visa restrictions,checked,"Travel ban for people from countries France, Germany, Spain - not applicable to diplomats and transport crews.",,11/3/20,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/kazakhstan/,16/3/20,
Kazakhstan,Asia,,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,,a state of emergency is in effect in Kazakhstan that restricts entry to and exit from the country for all but specified ,Not available ,16/3/20,US Embassy,Government,https://kz.usembassy.gov/covid-19-information/,27/3/20,
Kazakhstan,Asia,,Introduction / extension of measures,Public health measures,Awareness campaigns,,1406 hotline to learn about measures or if symptoms; Qoldau 24/7 mobile app,Not applicable,18/3/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/society/page_209358_important-telephone-numbers-during-emergency,27/3/20,
Kazakhstan,Asia,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,sanitary posts organized ,Not applicable,19/3/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/society/page_209473_preventive-measures-against-covid19-reinforced-across-kazakhstan,27/3/20,
Kazakhstan,Asia,Nur-Sultan,Introduction / extension of measures,Lockdown,Full lockdown,checked,need exceptions with documents to leave house ,Not available ,19/3/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/society/page_209903_restrictions-on-movement-come-into-force-in-nursultan,27/4/20,
Kazakhstan,Asia,,Introduction / extension of measures,Public health measures,Strengthening the public health system,checked,prevention center opens in Shymkent,Not applicable,20/3/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/society/page_209493_covid19-prevention-center-opens-in-shymkent,27/3/20,
Kazakhstan,Asia,,Introduction / extension of measures,Public health measures,Strengthening the public health system,checked,city disinfection,Not applicable,25/3/20,US Embassy,Government,https://kz.usembassy.gov/covid-19-information/,26/3/20,
Kazakhstan,Asia,,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,checked,Government of Kazakhstan will introduce new restrictions to strengthen quarantine measures in Nur-Sultan and Almaty;  restrictions will take effect in Shymkent too,Not available ,28/3/20,US Embassy,Government,https://kz.usembassy.gov/covid-19-information/,27/3/20,
Kazakhstan,Asia,,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,checked,quarantine chepoints reinforced with drones ,Legal action,31/3/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/society/page_210123_quarantine-checkpoints-are-reinforced-with-drones-in-kazakhstan,27/4/20,
Kazakhstan,Asia,Akmola,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,checked,bans on entering/leaving city ,Not available ,31/3/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/health/page_210083_several-regions-take-restrictive-measures-in-kazakhstan,27/4/20,
Kazakhstan,Asia,,Introduction / extension of measures,Public health measures,Strengthening the public health system,checked,10 new covid testing labs opened ,Not applicable,31/3/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/health/page_210053_new-covid19-testing-labs-to-be-opened-in-kazakhstan,27/4/20,
Kazakhstan,Asia,Akmola,Introduction / extension of measures,Lockdown,Partial lockdown,checked,essential bussinesses to be open only during designated times ,Not available ,31/3/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/health/page_210083_several-regions-take-restrictive-measures-in-kazakhstan,27/4/20,
Kazakhstan,Asia,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,checked,"10% increase in pension and social welfare payments; xpanded the list of applicants for additional social payments. Self-employed and those who lost their jobs will receive 42,500 tenge  during the state of emergency. In the next three months, medical assistance will be provided to everyone regardless of the status in the compulsory social health insurance system
",Not applicable,1/4/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/society/page_210148_government-introduces-new-social-support-amidst-crisis,27/4/20,
Kazakhstan,Asia,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,checked,5.9 Trillion Tenge to address crisis,Not applicable,2/4/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/business/page_210313_kazakh-government-to-allocate-additional-5-9-trillion-tenge-to-address-crisis,27/4/20,
Kazakhstan,Asia,,Introduction / extension of measures,Governance and socio-economic measures,Military deployment,,military reserves called in to help with crisis ,Not applicable,3/4/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/society/page_210388_government-calls-up-reservists-to-respond-to-coronavirus-crisis,27/4/20,
Kazakhstan,Asia,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,checked,a package of urgent anti-crisis measures to support small and medium-sized enterprises due to the imposed state of emergency in the country,Not applicable,3/4/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/business/page_210398_kazakh-government-develops-anticrisis-measures-to-support-smes,27/4/20,
Kazakhstan,Asia,,Introduction / extension of measures,Lockdown,Full lockdown,checked,"Karagandy Region, Aktobe, and Taraz go into lockdown.  residents banned from leaving their homes except for essentials such as going to work, buying food and medicine and taking out the trash; public busses only to operate at designated tjmes to transport essential workers",Legal action,6/4/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/society/page_210438_karagandy-region-aktobe-and-taraz-go-into-coronavirus-lockdown,27/4/20,
Kazakhstan,Asia,,Introduction / extension of measures,Public health measures,Strengthening the public health system,checked,"eGov mobile app, online diagnostic test for covid 19 ",Not applicable,6/4/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/health/page_210493_egov-mobile-app-offers-online-diagnostic-test-for-coronavirus,27/4/20,
Kazakhstan,Asia,,Introduction / extension of measures,Public health measures,Psychological assistance and medical social work,checked,free online counseling ,Not applicable,6/4/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/society/page_210443_free-online-counseling-is-available-in-kazakhstan-amid-anxiety-and-stress-of-covid19,27/4/20,
Kazakhstan,Asia,,Introduction / extension of measures,Public health measures,Strengthening the public health system,checked,building designated covid hospitals in 3 cities,Not applicable,7/4/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/society/page_210535_hospital-construction-for-covid19-patients-begins-in-3-cities-of-kazakhstan,27/4/20,
Kazakhstan,Asia,,Introduction / extension of measures,Public health measures,Other public health measures enforced,checked,disinfectant tunnels deployed ,Not applicable,8/4/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/society/page_210605_kazakhstan-starts-producing-disinfectant-tunnels,27/4/20,
Kazakhstan,Asia,,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,checked,extended to April 30,Not applicable,10/4/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/society/page_210795_state-of-emergency-in-kazakhstan-to-be-extended-until-april-30,27/4/20,
Kazakhstan,Asia,Nur Sultan; Almaty,Introduction / extension of measures,Public health measures,Testing policy,checked,"Governmentï¿½s emergency response commission reported that free coronavirus testing will be available in Nur-Sultan and Almaty starting April 13th. To use this opportunity, a person needs to fill out a form on cdl.kz website. Based on the questionnaire, epidemiologists of Kazakh Health Ministry will select patients according to certain indicators. Then an operator of the clinical diagnostic laboratory will call them and inform of the date, time and place of the testing.
",Not applicable,13/4/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/health/page_210840_free-coronavirus-testing-available-in-nursultan-and-almaty,27/4/20,
Kazakhstan,Asia,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,checked,Asian Development Bank allocated US$20 billion to coronavirus,Not applicable,14/4/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/health/page_210935_adb-allocates-us-20-billion-to-fight-coronavirus,27/4/20,
Kazakhstan,Asia,,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,,"Kazakhstan increases punishments for state of emergency violations. Dissemination of false info = prison for 3-7 years; insubordination agianst lawful police request = fine of up to 2,000 MCI (~$13,000 US) or up to 600 hours of community service, or up to 2 years jail; violence towards police = 7-12 years in prison; attempt on life of office= life in prison ",Other (add in comments),16/4/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/society/page_211160_kazakhstan-increases-punishments-for-state-of-emergency-violations,27/4/20,
Kazakhstan,Asia,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,checked,Kazakh entrepreneurs to be exempted from paying income taxes and social contributions,Not applicable,17/4/20,Kazakh TV,Media,https://kazakh-tv.kz/en/view/business/page_211285_kazakh-entrepreneurs-to-be-exempted-from-paying-income-taxes-and-social-contributions,27/4/20,
Kazakhstan,Asia,Almaty,Phase-out measure,Lockdown,Full lockdown,checked,"in Almaty, industrial enterprises, construction facilities, and public service centers for servicing legal entities have resumed their activities.",Not applicable,20/4/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17347,27/4/20,
Kazakhstan,Asia,,Phase-out measure,Social distancing,Closure of businesses and public services,,"phased plan to restore the economic activity of the city, implemented within the framework of the Exit Strategy, was discussed.",Not applicable,22/4/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17363,25/5/20,
Kazakhstan,Asia,Almaty,Phase-out measure,Lockdown,Full lockdown,,"as part of the easing of the quarantine regime in Almaty, a walk is allowed, but only in the courtyards of the houses of residence according to the registration, including temporary.",Not available ,27/4/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17390,25/5/20,
Kazakhstan,Asia,,Introduction / extension of measures,Public health measures,Requirement to wear protective gear in public,,"When leaving Almaty, to visit courtyard grounds, Almaty residents must strictly observe safety precautions and use personal protective equipment - wear medical masks or respirators, and have antiseptics for handling hands. public access to playgrounds and courtyards is allowed from 5.00 to 21.00. law enforcement officers will provide round-the-clock patrolling of the streets, inside courtyards and common areas for the implementation of the measures introduced.",Arrest/Detention,27/4/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17390,25/5/20,
Kazakhstan,Asia,,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,,state of emergency extended to may 11,Not applicable,27/4/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17390,25/5/20,
Kazakhstan,Asia,,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,checked,"In accordance with the Exit Strategy Phased Recovery Plan for Almaty, a package of measures to support SMEs is being developed.",Not applicable,30/4/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17410,25/5/20,
Kazakhstan,Asia,,Introduction / extension of measures,Public health measures,Testing policy,checked,"mass testing of risk groups of the population began, primarily those categories that ensured the vital activity of the metropolis in quarantine.",Not applicable,30/4/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17436,25/5/20,
Kazakhstan,Asia,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,4.5 thousand medical workers in Almaty received payments for the fight against COVID-19,Not applicable,30/4/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17413,25/5/20,
Kazakhstan,Asia,,Introduction / extension of measures,Public health measures,Other public health measures enforced,,widespread public disinfection ,Not applicable,4/5/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17434,25/5/20,
Kazakhstan,Asia,,Phase-out measure,Social distancing,Closure of businesses and public services,,"rom May 4 this year will resume additional work: hairdressers (by appointment), photo salons and flower stalls, companies providing services with real estate, exchange offices.",Not applicable,4/5/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17423,25/5/20,
Kazakhstan,Asia,Almaty,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,,Public Medical Council was formed in Almaty,Not applicable,6/5/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17446,25/5/20,
Kazakhstan,Asia,Almaty,Introduction / extension of measures,Social distancing,Limit public gatherings,checked,cultural events for Victory Day are canceled,Not applicable,8/5/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17465,25/5/20,
Kazakhstan,Asia,,Introduction / extension of measures,Public health measures,Requirement to wear protective gear in public,,"It is necessary to provide their employees with personal protective equipment regardless of the form of ownership of the enterprise or facility. All personnel should be wearing masks, gloves and their technological clothes. Employees of shops and hairdressers must wear a mask, a hat and gloves on top of branded clothing. All rooms should be constantly ventilated, and workplaces should be treated with disinfectants",Not available ,10/5/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17480,25/5/20,
Kazakhstan,Asia,Almaty,Introduction / extension of measures,Lockdown,Partial lockdown,,on May 11 in Almaty the quarantine regime will be maintained. Checkpoints around the perimeter will also function; previously adopted entry and exit rules will apply. Only enterprises that have received permits are allowed to work. The operating mode of public transport remains unchanged (from 06-00 a.m. to 19-00 a.m.).,Not applicable,11/5/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17480,25/5/20,
Kazakhstan,Asia,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,checked,119 thousand Almaty residents are entitled to reimbursement of utility costs,Not applicable,13/5/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17512,25/5/20,
Kazakhstan,Asia,Almaty,Introduction / extension of measures,Governance and socio-economic measures,Military deployment,checked,"In Almaty, on behalf of Bakytzhan Sagintayev, raid measures were carried out to monitor compliance with trade objects quarantine requirements",Not available ,20/5/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17582,25/5/20,
Kazakhstan,Asia,,Introduction / extension of measures,Governance and socio-economic measures,Military deployment,,Over 2 thousand police officers and soldiers of the National Guard are involved in foot patrols every day to protect public order.,Not applicable,20/5/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17561,25/5/20,
Kazakhstan,Asia,,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,,create a monitoring group to assess the readiness of cultural objects to resume work,Not applicable,20/5/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17557,25/5/20,
Kazakhstan,Asia,Almaty,Phase-out measure,Social distancing,Closure of businesses and public services,checked," in the city from April 27 this year enterprises of such sectors as transport and warehousing, information and communication technologies, the financial sector, professional services for business, trade and the provision of a number of services resume their activities . Must apply for reopening ",Not applicable,22/5/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17379,25/5/20,
Kazakhstan,Asia,Almaty,Phase-out measure,Social distancing,Closure of businesses and public services,,"From May 25, 2020, in Almaty, retail objects of more than 500 square meters, hotels (excluding hostels), as well as catering facilities resume work; Since May 18, 2020, restrictions on the activities of tour operators, mobile phone subscriber departments, second-tier banks and other financial sector organizations have been lifted in Almaty",Not applicable,25/5/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17539,25/5/20,
Kazakhstan,Asia,,Phase-out measure,Social distancing,Closure of businesses and public services,,"boutiques, beauty salons, dry cleaners, and restaurants at shopping malls will resume operations",Not applicable,25/5/20,RFERL,Media,https://www.rferl.org/a/covid-19-region-news/30618633.html,24/6/20,
Kazakhstan,Asia,,Introduction / extension of measures,Public health measures,Requirement to wear protective gear in public,,"still required to wear masks in public. To date, for non-compliance with the requirements of the quarantine - the absence of a mask, sanitizers, non-compliance with the social distance at the food trade facilities - 69 administrative fines have been imposed and 2 administrative protocols have been drawn up for the catering facility, which are submitted to the court.",Other (add in comments),27/5/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17617,6/6/20,
Kazakhstan,Asia,,Introduction / extension of measures,Public health measures,Testing policy,,planned to increase testing to 4500-5000 tests per day.,Not applicable,28/5/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17616,6/6/20,
Kazakhstan,Asia,,Phase-out measure,Social distancing,Closure of businesses and public services,,Religious buildings in Almaty will resume their work on May 30,Not applicable,29/5/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17634,6/6/20,
Kazakhstan,Asia,Almaty,Introduction / extension of measures,Public health measures,Awareness campaigns,,"on behalf of the Head of State, they opened a new Antikorortalygy service center in the format of a Public Reception Office (Open Spac",Not applicable,30/5/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17639,6/6/20,
Kazakhstan,Asia,Almaty,Phase-out measure,Social distancing,Closure of businesses and public services,,"From June 1, in Almaty, SPA, public baths, saunas and non-food markets will resume their activities; From June 1, Almaty public transport, including the metro, will be open from 06.00 to 23.00 hours. All suburban bus routes are also resuming.

",Not applicable,1/6/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17644,6/6/20,
Kazakhstan,Asia,Almaty,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,checked,2 thousand business entities were checked for compliance with quarantine measures. administrative penalties imposed,Not applicable,2/6/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17660,6/6/20,
Kazakhstan,Asia,Almaty,Introduction / extension of measures,Public health measures,Other public health measures enforced,,A new stage of mass disinfection of public spaces begins in Almaty,Not applicable,5/6/20,Government Website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17691,6/6/20,
Kazakhstan,Asia,,Introduction / extension of measures,Lockdown,Partial lockdown,checked,The government introduced lockdown measures in a number of towns and villages across Karaganda region on June 11,Not available ,11/6/20,Garda World,media,https://www.garda.com/crisis24/news-alerts/351946/kazakhstan-authorities-impose-further-covid-19-restrictions-june-18-update-19,10/7/20,
Kazakhstan,Asia,almaty,Introduction / extension of measures,Public health measures,Strengthening the public health system,,seventh laboratory for screening at COVID-19 has opened in Almaty,Not applicable,12/6/20,MoH,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17718,24/6/20,
Kazakhstan,Asia, Karaganda region,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,checked,"June 13, shops and public transport are required to operate on shortened hours and private transport will be prohibited from traveling during the evening (local time). ",Not available ,13/6/20,Garda World,media,https://www.garda.com/crisis24/news-alerts/351946/kazakhstan-authorities-impose-further-covid-19-restrictions-june-18-update-19,10/7/20,
Kazakhstan,Asia, Karaganda region,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,,Up to 70 percent of public sector employees are required to work from home.,Not available ,13/6/20,Garda World,media,https://www.garda.com/crisis24/news-alerts/351946/kazakhstan-authorities-impose-further-covid-19-restrictions-june-18-update-19,10/7/20,
Kazakhstan,Asia,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,dditional hospital beds are also being made available for COVID-19 patients. The government also ordered provincial authorities across the country to increase their testing programs. ,Not applicable,18/6/20,Garda World,media,https://www.garda.com/crisis24/news-alerts/351946/kazakhstan-authorities-impose-further-covid-19-restrictions-june-18-update-19,10/7/20,
Kazakhstan,Asia,almaty,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,,monitoring groups continue to work to monitor compliance with sanitary and epidemiological safety measures as part of the fight against the spread of coronavirus infection. warning issued to violators,Other (add in comments),19/6/20,MoH,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17750,24/6/20,
Kazakhstan,Asia,,Introduction / extension of measures,Social distancing,Closure of businesses and public services,,"mmission to prevent the spread of coronavirus infection, the activities of all shopping and entertainment centers, shopping centers, trading houses, markets, supermarkets, fitness centers and stadiums will be suspended in the Almaly district this weekend. Parks, squares, boulevards, embankments and other public places will be inaccessible. Public transport will also stop its work. ON weekend of june 20-21; on weekends the activities of objects with a high degree of risk of the spread of coronavirus infection will be suspended:",Not applicable,19/6/20,MoH,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17748,24/6/20,
Kazakhstan,Asia,65+,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,checked,"June 18, the government of Kazakhstan announced plans to tighten restrictions in place to prevent the spread of the coronavirus disease (COVID-19) due to a worsening of the outbreak in the country: People over the age of 65 will be restricted from leaving their homes for non-essential purposes",Not available ,20/6/20,Garda World,media,https://www.garda.com/crisis24/news-alerts/351946/kazakhstan-authorities-impose-further-covid-19-restrictions-june-18-update-19,10/7/20,
Kazakhstan,Asia,,Introduction / extension of measures,Social distancing,Closure of businesses and public services,,"June 18, the government of Kazakhstan announced plans to tighten restrictions in place to prevent the spread of the coronavirus disease (COVID-19) due to a worsening of the outbreak in the country: Shopping malls, indoor markets, beaches, gyms, squares, and parks in major cities will be closed on Saturday, June 20, and Sunday, June 21.",Not available ,20/6/20,Garda World,media,https://www.garda.com/crisis24/news-alerts/351946/kazakhstan-authorities-impose-further-covid-19-restrictions-june-18-update-19,10/7/20,
Kazakhstan,Asia,,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,,during two-week lockdown: restrictions on travel between provinces will be reintroduced and Public transport operating hours will be reduced,Not available ,5/7/20,Garda World,media,https://www.garda.com/crisis24/news-alerts/356021/kazakhstan-authorities-announce-two-week-lockdown-from-july-5-update-20,10/7/20,
