COUNTRY,REGION,ADMIN_LEVEL_NAME,LOG_TYPE,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,NON_COMPLIANCE,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
Austria,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,"During the time of the second lockdown Chancellor Kurz said affected businesses will get â€œ80% of their revenue from the same month in the previous year reimbursed,â€ if they keep all their employees on the payroll. In this context, Kurzarbeit (short-time work program) will again be extended and expanded, to safeguard jobs and viable businesses.

",Not Available,3/11/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-october/,3/12/20,
Austria,Europe,,Introduction / extension of measures,Social distancing,Schools closure,,"During the time of the second lockdown, Universities and the Oberstufe (classes for students older than 14) will switch to distance learning. Schools for your younger children and kindergartens will stay open for now, but the situation will be constantly evaluated.",Not Available,3/11/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-october/,3/12/20,
Austria,Europe,,Introduction / extension of measures,Social distancing,Limit public gatherings,,"During the time of the second lockdown, only people from two households are allowed to meet. People can go out to walk, make sports or for other essential activities. However, it will be explicitly prohibited to visit other household for nightly meetings, parties or other meet-ups. 
The police can fine people with up to â‚¬1,450 for not following these regulations and up to â‚¬50 for not keeping the minimum distance.",Fines,3/11/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-october/,3/12/20,
Austria,Europe,,Introduction / extension of measures,Movement restrictions,Curfews,,"During the time of the second lockdown, there will be a curfew and stay-at-home order between 20:00 in the evening and 06:00 in the morning. As explained by Interior Minister Karl Nehammer (Ã–VP), this means that the only five exceptions which permit people can only leave the house during this time: if there is risk or danger in the house, for helping others who need help, for essential needs (food etc.), for professional reasons, or for doing sports or taking a walk for psychological hygiene. The police can fine people with up to â‚¬1,450 for not following these regulations.",Fines,3/11/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-october/,3/12/20,
Austria,Europe,,Introduction / extension of measures,Public health measures,Requirement to wear protective gear in public,,"During the time of the second lockdown, a fine of â‚¬25 can be imposed for not wearing a mask where it is mandatory.",Fines,3/11/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-november/2/,3/12/20,
Austria,Europe,,Introduction / extension of measures,Social distancing,Closure of businesses and public services,,Austriaâ€™s social partners (i.e. associations of employers and employees) have decided to close all shops and stores already at 19:00 during the time of the second lockdown. This earlier closing time should ensure that the night-time curfew starting at 20:00 can be kept by both customers and workers in the sector.,Not Applicable,3/11/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-november/2/,3/12/20,
Austria,Europe,Tyrol,Introduction / extension of measures,Public health measures,Other public health measures enforced,,"The federal state of Tyrol declared a general visitor ban for hospital facilities. Individual exceptions will be made. For example, fathers can still be there during the birth of their child.",Not Applicable,3/11/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-november/2/,3/12/20,
Austria,Europe,Vienna,Introduction / extension of measures,Public health measures,Strengthening the public health system,,The City of Vienna employed 250 new contact tracers since mid-September. 300 more are expected to join the team in the next few weeks and months.,Not Applicable,3/11/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-november/2/,3/12/20,
Austria,Europe,Vienna,Introduction / extension of measures,Public health measures,Other public health measures enforced,checked,"New visitor rules apply in Viennese elderly care homes. Visits are still possible, but will take place in a secure setting and with masks.
",Not Available,5/11/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-november/2/,3/12/20,
Austria,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,"The federal government presented the â€œNew Corona Aid Package for Affected Industries.â€ Starting on 6 November at 14:00, firms and their accountants can request an 80% income replacement via FinanzOnline. The exact amount is drawn from 2019 tax forms. Employees must sign a job protection waiver. The government has created this specifically for firms that are closed for business, due to the newest corona restrictions. In addition, the government is providing a â€œFixkostenzuschuss IIâ€ (â€œFixed Cost Grantâ€), capped at 800,000 Euro. There will be a similar measure for NGOs. The application will open this month. Furthermore, Tourism Minister Elisabeth KÃ¶stinger announced that there will be an adjustment of the Kurzarbeit (short-term employment) rules for restaurants and bars, as they are especially affected by the lockdown. Additionally, gastronomy employees will receive a 100 Euro tip grant. Moreover, the existing aid fund for artists will be extended until March 2021. Artists will also be awarded a one-time 1,300 Euro grant. Finally, the government established a special fund for cultural institutions that previously have not received aid. In total, the Austrian government is providing 200 million Euro in aid to the cultural sector.",Not Applicable,6/11/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-november/2/,3/12/20,
Austria,Europe,South Tyrol,Introduction / extension of measures,Social distancing,Schools closure,,"South Tyrol announced new measures to curb the spread of the coronavirus, including that schools will be shut in some parts of the region.",Not Applicable,8/11/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-november/2/,3/12/20,
Austria,Europe,South Tyrol,Introduction / extension of measures,Lockdown,Full lockdown,,"South Tyrol announced new measures to curb the spread of the coronavirus, including that people will only be allowed to leave their home if they have a reason.",Not Available,8/11/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-november/2/,3/12/20,
Austria,Europe,Bavaria,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,,Bavaria tightened coronavirus restrictions for travelers. Everyone who spent more than 24 hours outside of the country and comes back will now have to quarantine for 10 days. Exceptions apply for commuters in the border areas.,Not Available,9/11/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-november/2/,3/12/20,
Austria,Europe,,Introduction / extension of measures,Social distancing,Closure of businesses and public services,,"After the federal government forgot to announce restrictions for puppy training schools, the schools must now close. Only individual trainings are allowed.",Not Available,10/11/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-november/2/,3/12/20,
Austria,Europe,,Introduction / extension of measures,Social distancing,Closure of businesses and public services,,"All stores and shops are ordered to close at 19:00. Gas stations, vending machines, shops at train stations, and airports (shops no larger than 80 square meters) are exempt from this new agreement.",Not Available,11/11/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-november/2/,3/12/20,
Austria,Europe,,Introduction / extension of measures,Movement restrictions,Curfews,,"The government will extend the nightly curfew, in effect since Nov. 3, for ten more days.",Fines,11/11/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-november/2/,3/12/20,
Austria,Europe,,Introduction / extension of measures,Lockdown,Full lockdown,,"From Tuesday, November 17, to Sunday, December 6, a second lockdown like in March will take effect. Home office should be the norm wherever possible. People should not leave their house during the day, with the exceptions of: Going to work, helping others, getting essentials (food etc.)., or walking in nature for mental and physical health. Failure to follow these rules will result in fines.",Fines,17/11/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-november/2/,3/12/20,https://metropole.at/the-rules-of-austrias-second-lockdown/
Austria,Europe,,Introduction / extension of measures,Social distancing,Closure of businesses and public services,,"During this second full lockdown, shops, stores and services will have to close, just like in spring. Only grocery stores, pharmacies, banks, post offices, agrarian and animal food stores, electronic shops, gas stations, dry cleaning, and bike and car repair shops will remain open. Opening hours are 6:00 to 19:00.
",Not Available,17/11/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-november/2/,3/12/20,
Austria,Europe,,Introduction / extension of measures,Social distancing,Schools closure,,"During this second full lockdown, schools will switch to distance learning. Kindergartens and elementary schools will offer childcare for families that absolutely need it.",Not Available,17/11/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-november/2/,3/12/20,
Austria,Europe,South Tyrol,Introduction / extension of measures,Public health measures,Mass population testing,,South Tyrol is conducting mass testing with rapid antigen tests,Not Available,22/11/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-november/2/,3/12/20,
Austria,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,"Businesses affected by the lockdown can apply for financial aid for up to 800,000 Euro.",Not Applicable,23/11/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-november/2/,3/12/20,
Austria,Europe,Upper Austria,Introduction / extension of measures,Public health measures,Strengthening the public health system,,Upper Austria is creating external facilities to house COVID-19 patients that no longer need acute treatment. 142 beds will be made available in three locations.,Not Applicable,24/11/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-november/2/,3/12/20,
Austria,Europe,,Introduction / extension of measures,Public health measures,Mass population testing,,"The first coronavirus mass tests are ready. Testing will begin on the first weekend of December, on Dec. 5 and 6. Federal and national teachers and kindergarten caregivers (around 200,00 people) will be tested. Participation is voluntary. On Dec. 7 and 8, the countryâ€™s 40,000 police officers will be tested. Additionally, people living in select places that have a high incidence value can get tested in the first week of December. Shortly before Christmas, the government plans to test the whole population. In the beginning of the new year, the government is expected to conduct a second series of mass testing. The government has ordered 7 million rapid antigen tests for â‚¬50 million and is planning to order even more.",Not Applicable,6/12/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-november/2/,3/12/20,
Austria,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,"The â€œlockdown bonusâ€ for freelance artists introduced in November has been increased. The one-off payment will be raised from â‚¬1,300 to 2,000, according to the Secretary of State for Art and Culture Andrea Mayer (Greens). The bonus, which is paid out via the social security system for the self-employed, represents a total payout of around â‚¬4.3 million. If the bonus has already been applied for, the increase of â‚¬700 should be transferred automatically.
",Not Applicable,7/12/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria/,3/12/20,
Austria,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,"The Ministry of Finance is extending its program of reimbursing closed business with parts of their lost revenue until the end of the year. For the period of the extended closure in December 2020, affected Austrian companies will be compensated with 50% of their sales in that month in the previous year. The revenue reimbursement will be calculated automatically on the basis of the tax data available to the tax authorities.
The basis for this calculation will be the revenue of December 2019. The application is made via FinanzOnline. Businesses can apply starting on 16 December.",Not Applicable,16/12/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria/,3/12/20,
Austria,Europe,,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,,"The new re-entry restrictions to Austria over the Christmas holidays will apply from December 19 to January 10. The restrictions apply to travelers coming to Austria from countries with a 14-day incidence of more than 100 (per 100,000 inhabitants). Travelers have to stay in quarantine for ten days and can be cleared after five days with a negative PCR test result. Exceptions apply for commuters and essential workers.
The mandatory quarantine does not exempt workers from their job, if need be they have to take holidays for it.",Not Available,19/12/20,Metropole.at,Media,https://metropole.at/coronavirus-in-austria/,3/12/20,https://orf.at//stories/3192167/
Austria,Europe,,Introduction / extension of measures,Social distancing,Limit public gatherings,,"From October 23, onwards, a maximum of 1,500 (previously 3,000) spectators will be allowed at outdoor sports events with fixed seating. No more than 1,000 visitors (instead of 1,500) will be allowed indoors",Not Available,23/12/20,Metropole.at,Media,https://metropole.at/new-covid-19-measures-what-will-change/,3/12/20,
Austria,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,"Finance Minister Gernot BlÃ¼mel and Tourism Minister Elisabeth KÃ¶stinger announced that the corona aid, including tax cuts, the liability package and the tax deferrals, will be extended and renewed from Jan 15. to March 31.  During the same period, no deferred interest or late payment surcharges will be set. The tax breaks for employees will be extended until the end of March despite Kurzarbeit (short-time employment), teleworking, and quarantine. In spite of everything, the commuter allowance should be granted in full. The same applies to allowances such as difficulty and danger. The sales tax for COVID-19 tests and vaccinations will be reduced to 0 percent.",Not Applicable,15/1/21,Metropole.at,Media,https://metropole.at/coronavirus-in-austria-november/2/,3/12/20,
Iraq,Middle east,,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,checked,"Nationals of Iraq who have been in China, Hong Kong, Iran, Italy, Japan, Korea, Macao, Singapore or Thailand in the past 14 days will be quarantined for 14 days",,,NRC MERO,Other organisations,Internal Document circulated,18/3/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,Visa restrictions,checked,"banned entry for travelers to and from China, Iran, Japan, South Korea, Thailand, Singapore, Italy, Bahrain, Kuwait; Iraqi citizens and diplomats are exempted",,26/2/20,Garda,Other,https://www.garda.com/crisis24/news-alerts/320406/iraq-government-extends-entry-restrictions-to-france-and-spain-march-6-update-8,16/3/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,Visa restrictions,checked,entry ban for travelers from France and Spain,,6/3/20,Garda,Other,https://www.garda.com/crisis24/news-alerts/320406/iraq-government-extends-entry-restrictions-to-france-and-spain-march-6-update-8,17/3/20,
Iraq,Middle east,Najaf,Introduction / extension of measures,Lockdown,Partial lockdown,,lockdown for 7 days in Najaf governorate as of March 11,,11/3/20,Garda,Other,https://www.garda.com/crisis24/news-alerts/323091/iraq-authorities-implement-further-measures-due-to-covid-19-from-march-17-update-13,17/3/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,,ban of non essential domestic travel between provinces,,15/3/20,Reuters,Media,https://www.reuters.com/article/us-health-coronavirus-iraq/iraq-puts-germany-and-qatar-on-coronavirus-entry-ban-list-idUSKBN2101LO,17/3/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,Visa restrictions,checked,entry ban for travelers from Germany and Qatar,,15/3/20,Reuters,Media,https://www.reuters.com/article/us-health-coronavirus-iraq/iraq-puts-germany-and-qatar-on-coronavirus-entry-ban-list-idUSKBN2101LO,17/3/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,checked,Kurdish Region of Iraq traffic ban between all towns and districts in Erbil and Sulaymaniya provinces for 72 hours effective 12:00 Sunday midnight,,15/3/20,Goverment KRI,Government,https://gov.krd/coronavirus-en/situation-update/,18/3/20,
Iraq,Middle east,Kurdistan,Introduction / extension of measures,Movement restrictions,Border checks,,Whoever travelled outside Iraq as of 1 January cannot enter the region unless certified of not having the virus,,16/3/20,Ministry of Foreign Affairs Italy,Government,http://www.viaggiaresicuri.it/country/IRQ,16/3/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,Border closure,,With Iran and Kuwait,,16/3/20,Anadalou Agency,Media,https://www.aa.com.tr/en/health/number-of-coronavirus-cases-in-iraq-rises-to-79/1762980,16/3/20,
Iraq,Middle east,,Introduction / extension of measures,Social distancing,Schools closure,,Until 24 of March,,16/3/20,Anadalou Agency,Media,https://www.aa.com.tr/en/health/number-of-coronavirus-cases-in-iraq-rises-to-79/1762980,16/3/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,Checkpoints within the country,,"roadblocks in Kurdistan Region (Erbil, Sulaimani) due to traffic ban",,16/3/20,Garda,Other,https://www.garda.com/crisis24/news-alerts/323091/iraq-authorities-implement-further-measures-due-to-covid-19-from-march-17-update-13,17/3/20,
Iraq,Middle east,,Introduction / extension of measures,Social distancing,Limit public gatherings,,ban of religious gatherings and public gatherings as of 16 March ,,16/3/20,Garda,Other,https://www.garda.com/crisis24/news-alerts/323091/iraq-authorities-implement-further-measures-due-to-covid-19-from-march-17-update-13,17/3/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,International flights suspension,,Suspension of all flights until 24 of March,,17/3/20,Ministry of Foreign Affairs Italy,Government,http://www.viaggiaresicuri.it/country/IRQ,16/3/20,
Iraq,Middle east,Baghdad,Introduction / extension of measures,Movement restrictions,Curfews,,Courfew in the city of Baghdad for at least one week,,17/3/20,Ministry of Foreign Affairs Italy,Government,http://www.viaggiaresicuri.it/country/IRQ,16/3/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,International flights suspension,,All airports in Iraq shut down as of 17 March 2020 for a 7 day period,,17/3/20,NRC MERO,Other organisations,Internal Document circulated,18/3/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,International flights suspension,,All flights (until at least 24. march),,17/3/20,US Embassy of Iraq ,Government,https://iq.usembassy.gov/covid-19-information/,20/3/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,Curfews,checked,"24-hr curfew in Baghdad  and Kurdish region ""IKR""(until at least 24. March)",,17/3/20,US Embassy of Iraq ,Government,https://iq.usembassy.gov/covid-19-information/,20/3/20,
Iraq,Middle east,,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,checked,"all travelers entering the Kurdistan region, regardless of previous travel, should be aware they could be subject to screening and restrictions upon arrival at the direction of the regional health department, including being quarantined at a facility mandated by the regional health department.",Not available ,17/3/20,US Embassy IRAQ,Government,https://iq.usembassy.gov/covid-19-information/,25/3/20,
Iraq,Middle east,,Introduction / extension of measures,Social distancing,Closure of businesses and public services,checked,"All public celebrations of the Newroz holiday have been suspended in Iraq Kurdish Region ""IKR""",,18/3/20,US Embassy of Iraq ,Government,https://iq.usembassy.gov/covid-19-information/,20/3/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,International flights suspension,,"Extended the suspension on all flights to and from Iraq from March 17-28, 2020.",Not applicable,22/3/20,US Embassy IRAQ,Government,https://iq.usembassy.gov/covid-19-information/,25/3/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,Curfews,checked,"extended a 24-hour curfew in Baghdad and kurdish regions from March 17-28, 2020. The curfew excludes: pharmacies, medical stores, grocery stores, bakeries, and gas stations.  Additionally, it excludes medical, security, and media personnel, and the staff of internet service providers.",Not available ,22/3/20,US Embassy IRAQ,Government,https://iq.usembassy.gov/covid-19-information/,25/3/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,,authorities banned travel between all Iraqi provinces.,Not available ,22/3/20,US Embassy IRAQ,Government,https://iq.usembassy.gov/covid-19-information/,25/3/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,International flights suspension,,extended suspension until april 11,Not available ,28/3/20,US Embassy,Government,https://iq.usembassy.gov/covid-19-information/,29/3/20,
Iraq,Middle east,kurdish region ,Introduction / extension of measures,Movement restrictions,Curfews,checked,"Extension of total curfew across the Kurdistan Region staring from 01 April to 10 April. Drivers in violation would be penalized according to the previous regulations. (The curfew, first imposed at 12:00 midnight on 13 March until 12:00 midnight 15 March, then extended until 12:00 midnight 18 March inside the cities of Erbil and Sulaymaniyah, and extended across the Kurdistan Region until 01 April.)  No government employee, officer or civil servant who work in other parts of Iraq is allowed to return to the Kurdistan Region until 1 April 2020, even if they are residents of the Kurdistan Region. Provincial and district energy and electricity officials will become members of the Operation Rooms to coordinate the supply of electricity, staff movement and delivery of fuel to power stations. People must stay in their homes to allow medical teams to carry out their mission. Upon any suspicion, you are advised to call 122 and suspected cases must stay put until medical teams reach you.*United Nations agencies and organisations, the international coalition and the commercial movement have been excluded from the curfews between provinces.",Up to detention,1/4/20,kurdish regional government ,Government,https://gov.krd/coronavirus-en/situation-update/#what-is-krg-doing,5/4/20,
Iraq,Middle east,kurdish region ,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,"1. Establishing a committee to assess current and future market needs in terms of food, medical supplies and agricultural produce, with a mandate to promote Iraqi products2. Facilitating the transit of lorries and refrigerated trucks carrying foodstuff, agricultural products, medical and veterinary materials between provinces and within cities 3.Monitoring the prices of essential goods to ensure that they remain stable, and to take measures against profiteers, according to law 4.Facilitating the transport of agricultural harvesters and livestock between provinces. 5.Establishing a committee at the General Secretariat of the Council of Ministers to investigate and report on support mechanisms for workers in the private sector during Covid-19 Establishing a committee to be chaired by the Minister of Planning to report on the financial impact of Covid-19 on citizens, and to suggest options to provide financial support to affected groups, especially those on low income",Not applicable,2/4/20,Iraq Government,Government,https://gds.gov.iq/covid-19-higher-committee-for-health-and-national-safety-announces-key-measures/,5/4/20,
Iraq,Middle east,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,"Exempting all medicines, medical supplies and devices, diagnostic and laboratory equipment from import license regulations. + Transferring 50 million US dollars to the General Company for Marketing Medicines and Medical Supplies",Not applicable,2/4/20,Iraq Government,Government,https://gds.gov.iq/covid-19-higher-committee-for-health-and-national-safety-announces-key-measures/,5/4/20,
Iraq,Middle east,,Introduction / extension of measures,Public health measures,Strengthening the public health system,checked,Request the General Secretariat of the Council of Ministers to prepare a draft law to double the period of service of frontline health staff during the current emergency for the purpose of calculating future pensions; the law will also seek to extend the retirement age for doctors,Not applicable,2/4/20,Government of Iraq,Government,https://gds.gov.iq/covid-19-iraq-announces-changes-to-curfew-other-restrictions/,29/4/20,
Iraq,Middle east,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,checked,"Health Workers: 1) Make a monthly bonus payment to frontline health teams who are caring for Covid-19 patients. 2) Allocate, free of charge, a plot of land to all health workers who are caring for Covid-19 patients.",,2/4/20,Government of Iraq,Government,https://gds.gov.iq/covid-19-iraq-announces-changes-to-curfew-other-restrictions/,29/4/20,
Iraq,Middle east,kurdish region ,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,checked,"kurdish region - no driving 48 hours starting at 12:00 midday on 04/04/2020.. Drivers in violation would be penalized according to the laws. Cancelation of all permission previously given to people to travel between 01:00 AM to 06:00 AM. No traffic movement is allowed between the hours of 12:00 midnight to 06:00 a.m. except for security forces, ambulances, and permitted vehicles. Pedestrian traffic is prohibited except for running daily errands and cases of illness. Violators would be prosecuted under the law. A mayoral committee will be formed with the participation of police and security forces to issue special permits in emergency cases. Permission for oil companies is done through coordination with the Ministry of Natural Resources. All special permits must be done through relevant authorities such as the Interior Ministry and the Diwan of the Council of Ministers. All traffic movement between cities and towns is banned. The only exception is emergency cases and with the permission of provincial Operation Rooms. *United Nations agencies and organisations, the international coalition and the commercial movement have been excluded from the curfews between provinces.",Up to detention,4/4/20,kurdish regional government ,Government,https://gov.krd/coronavirus-en/situation-update/#what-is-krg-doing,5/4/20,
Iraq,Middle east,kurdish region ,Introduction / extension of measures,Lockdown,Full lockdown,checked,"Imposition of complete lockdown across the Kurdistan Region for 48 hours starting at 12:00 midday on 04/04/2020. Shops, bakeries and all other services will also be shut except for a limited number of pharmacies. Pedestrian traffic is prohibited except for running daily errands and cases of illness. Violators would be prosecuted under the law.  *United Nations agencies and organisations, the international coalition and the commercial movement have been excluded from the curfews between provinces.",Up to detention,4/4/20,kurdish regional government ,Government,https://gov.krd/coronavirus-en/situation-update/#what-is-krg-doing,5/4/20,
Iraq,Middle east,IKR,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,checked,"IKR extended until at least 23.4.2020 All movements in the Kurdistan Region are banned between the hours of midnight and 0600, except for security officials and ambulances.",Up to detention,6/4/20,US Embassy ,Government,https://iq.usembassy.gov/covid-19-information/,19/4/20,
Iraq,Middle east,IKR,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,checked,"IKR extended until at least 23.4.2020 Movements between cities/governates within the Kurdistan Region are banned, except for the transport of essential products or in emergency situations.",Up to detention,6/4/20,US Embassy ,Government,https://iq.usembassy.gov/covid-19-information/,19/4/20,
Iraq,Middle east,IKR,Introduction / extension of measures,Social distancing,Closure of businesses and public services,checked,"IKR extended until at least 2.5.2020 Kurdistan Regional Government offices will remain closed until May 2, 2020.",Up to detention,6/4/20,US Embassy ,Government,https://iq.usembassy.gov/covid-19-information/,19/4/20,
Iraq,Middle east,IKR,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,checked,"IKR extended a ban on all vehicle movements in Erbil, Sulaimaniya, Duhok, and Halabja, as well as Rapareen and Garmyan until April 23, 2020. Violators are subject to fines and penalties.",Up to detention,6/4/20,US Embassy ,Government,https://iq.usembassy.gov/covid-19-information/,19/4/20,
Iraq,Middle east,IKR,Introduction / extension of measures,Movement restrictions,International flights suspension,,IKR extended until at least 24.4.2020 Flights at the Erbil International Airport and the Sulaimaniya International Airport are suspended until April 24.,Up to detention,6/4/20,US Embassy ,Government,https://iq.usembassy.gov/covid-19-information/,19/4/20,
Iraq,Middle east,IKR,Introduction / extension of measures,Lockdown,Partial lockdown,checked,"IKR extended until at least 23.4.2020 pedestrian movement is also prohibited except to obtain food and medicine. Shops, markets, bakeries, and pharmacies remain open.",Up to detention,6/4/20,US Embassy ,Government,https://iq.usembassy.gov/covid-19-information/,19/4/20,
Iraq,Middle east,,Introduction / extension of measures,Public health measures,Other public health measures enforced,checked,Higher Committee for Health and National Safety announces measures to facilitate return of Iraqi nationals abroad,,6/4/20,Govt of Iraq,Government,https://gds.gov.iq/covid-19-higher-committee-on-health-and-national-safety-announces-measures-to-facilitate-return-of-iraqi-nationals-abroad/,19/4/20,
Iraq,Middle east,Baghdad,Introduction / extension of measures,Lockdown,Partial lockdown,checked,"On April 15 authorities extended a 24-hour curfew in Baghdad from March 17 to the beginning of Ramadan (April 23 or 24, 2020). The curfew excludes: pharmacies, medical stores, grocery stores, bakeries, and gas stations.  Additionally, it excludes medical, security, and media personnel, and the staff of internet service providers.",Not available ,15/4/20,US Embassy ,Government,https://iq.usembassy.gov/covid-19-information/,19/4/20,
Iraq,Middle east,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,checked,"Iraqï¿½s Higher Committee for Health and National Safety announces  temporary monthly emergency grant to families impacted by curfew. The grant is only available to Iraqi citizens who are residing in Iraq. Government employees, those receiving state pensions, social security payments or any other income from the state are not eligible to apply.",Not applicable,16/4/20,Govt of Iraq,Government,https://gds.gov.iq/covid-19-iraqs-higher-committee-for-health-and-national-safety-announces-emergency-grant-to-families-impacted-by-curfew/,19/4/20,
Iraq,Middle east,IKR,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,checked,"IKR. exended until 1/5/2020: No traffic movement is allowed between the hours of 12:00 midnight to 06:00 a.m. except for security forces, ambulances, and permitted vehicles. Drivers in violation would be penalized according to the previous regulations. *except members of security forces, medical teams and trade exchange. United Nations agencies and organisations, the international coalition and the commercial movement have been excluded from the curfews between provinces.",Fines,16/4/20,Government of IKR,Government,https://gov.krd/coronavirus-en/situation-update/#what-is-krg-doing,29/4/20,
Iraq,Middle east,IKR,Introduction / extension of measures,Movement restrictions,Curfews,checked,"IKR. Extension of total curfew across the Kurdistan Region from 16 April until 01 May. Imposition of complete lockdown from 06:00 PM to 12:00 midnight *except members of security forces, medical teams and trade exchange. United Nations agencies and organisations, the international coalition and the commercial movement have been excluded from the curfews between provinces.",Fines,16/4/20,Government of IKR,Government,https://gov.krd/coronavirus-en/situation-update/#what-is-krg-doing,29/4/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,Curfews,checked,"temporary easement of curfews during ramadan: A partial curfew is in effect from 19.00 to 06.00 until 22 May, but a complete curfew will remain in effect during on Fridays and Saturdays. Some shops may open during Ramadan (including bakeries and pharmacies, and key workers such as health teams and security forces, will be maintained. Shops and factories can resume work but only outside curfew hours. Government departments are permitted to resume working, but with minimum staffing which must not exceed 25% of the workforce. Taxis can operate, but large public transport vehicles are only permitted to carry four passengers at any one time) *Mosques, shopping malls, and parks will remain CLOSED during the partial lifting of the lockdown. The relaxed curfew will last until the end of Ramadan on Friday, May 22. After Ramadan, previous lockdown measures will apply. Any breaches will result in fines. ",Fines,21/4/20,GardaWorld,Media,https://www.garda.com/crisis24/news-alerts/336156/iraq-commercial-flight-suspension-extended-until-may-22-update-24,29/4/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,International flights suspension,,Commercial flight suspension extended until May 22,Not available ,22/4/20,GardaWorld,Media,https://www.garda.com/crisis24/news-alerts/336156/iraq-commercial-flight-suspension-extended-until-may-22-update-24,29/4/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,International flights suspension,,extended until further notice,Not applicable,24/4/20,US Embassy ,Government,https://iq.usembassy.gov/covid-19-information/,19/4/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,,"mposing a fine of 50,000 dinars on public transport vehicles carrying more than 4 passengers, and on saloon cars carrying more than 3 passengers. The drivers of the vehicles will also be fined if their passengers do not wear face masks",Fines,28/4/20,Government of Iraq,Government,https://gds.gov.iq/covid-19-iraqi-government-amends-curfew-hours-imposes-fines-for-breaches-of-restrictions/,29/4/20,
